sample_id,row,col,revealed_at,committed_class,commit_prob,solvable
100,1,4,26,0,0.99969,0
100,1,5,91,0,1.0,0
100,1,6,84,0,1.0,0
100,1,7,20,0,0.99443,0
100,1,8,27,0,1.0,0
100,1,9,62,0,1.0,0
100,2,0,19,0,1.0,0
100,2,1,32,0,0.99423,0
100,2,2,45,0,0.99455,0
100,2,3,86,0,1.0,0
100,2,4,15,0,0.98105,0
100,2,5,49,0,1.0,0
100,2,6,65,0,1.0,0
100,2,7,41,0,0.99998,0
100,2,8,23,0,0.99947,0
100,2,9,22,0,1.0,0
100,3,0,64,0,1.0,0
100,3,1,1,0,0.33087,0
100,3,2,59,0,0.98428,0
100,3,3,16,0,0.83925,0
100,3,4,5,0,0.61456,0
100,3,5,34,0,0.97137,0
100,3,6,42,0,0.99853,0
100,3,7,10,0,0.95338,0
100,3,8,74,0,1.0,0
100,3,9,43,0,1.0,0
100,4,0,2,0,1.0,0
100,4,1,8,1,0.30693,0
100,4,2,94,1,0.20101,0
100,4,3,55,0,0.60177,0
100,4,4,79,0,0.63981,0
100,4,5,58,0,0.83293,0
100,4,6,67,0,0.99985,0
100,4,7,66,0,1.0,0
100,4,8,37,0,0.99812,0
100,4,9,3,0,1.0,0
100,5,0,78,0,1.0,0
100,5,1,61,1,0.64048,0
100,5,2,0,4,0.06485,0
100,5,3,69,1,0.4514,0
100,5,4,13,1,0.30297,0
100,5,5,72,1,0.41941,0
100,5,6,93,0,0.64363,0
100,5,7,9,0,0.77764,0
100,5,8,83,0,1.0,0
100,5,9,85,0,1.0,0
100,6,0,75,0,1.0,0
100,6,1,40,1,0.69585,0
100,6,2,77,3,0.99135,0
100,6,3,82,3,0.99385,0
100,6,4,24,4,0.18408,0
100,6,5,76,1,0.27996,0
100,6,6,4,0,0.57004,0
100,6,7,90,0,1.0,0
100,6,8,21,0,0.93711,0
100,6,9,17,0,1.0,0
100,7,0,60,0,1.0,0
100,7,1,87,1,0.51862,0
100,7,2,98,3,0.99999,0
100,7,3,89,4,0.93187,0
100,7,4,7,3,0.21185,0
100,7,5,73,1,0.90054,0
100,7,6,11,0,0.6168,0
100,7,7,31,0,0.87419,0
100,7,8,33,0,0.95526,0
100,7,9,92,0,1.0,0
100,8,0,70,0,1.0,0
100,8,1,39,2,0.06783,0
100,8,2,96,4,0.99924,0
100,8,3,47,0,0.03663,0
100,8,4,71,0,0.06525,0
100,8,5,46,1,0.59232,0
100,8,6,95,0,0.87364,0
100,8,7,54,0,0.93321,0
100,8,8,51,0,0.90957,0
100,8,9,6,0,1.0,0
100,9,0,25,0,1.0,0
100,9,1,63,0,1.0,0
100,9,2,38,0,1.0,0
100,9,3,29,0,1.0,0
100,9,4,80,0,1.0,0
100,9,5,53,0,1.0,0
100,9,6,18,0,1.0,0
100,9,7,57,0,1.0,0
100,9,8,68,0,1.0,0
100,9,9,28,0,1.0,0
125,0,0,14,0,1.0,0
125,0,1,77,0,1.0,0
125,0,2,91,0,1.0,0
125,0,3,27,0,1.0,0
125,0,4,5,0,1.0,0
125,0,5,37,0,1.0,0
125,0,6,63,0,1.0,0
125,0,7,83,0,1.0,0
125,0,8,2,0,1.0,0
125,0,9,36,0,1.0,0
125,1,0,16,0,1.0,0
125,1,1,72,1,0.36824,0
125,1,2,43,0,0.38876,0
125,1,3,70,0,0.81376,0
125,1,4,78,1,0.3029,0
125,1,5,93,1,0.99989,0
125,1,6,67,4,0.29866,0
125,1,7,52,1,0.22031,0
125,1,8,46,0,0.62108,0
125,1,9,15,0,1.0,0
125,2,0,65,0,1.0,0
125,2,1,4,1,0.36016,0
125,2,2,95,3,0.99587,0
125,2,3,60,1,0.56556,0
125,2,4,9,3,0.14793,0
125,2,5,88,3,0.99492,0
125,2,6,23,1,0.39875,0
125,2,7,87,2,0.02763,0
125,2,8,96,0,0.98602,0
125,2,9,31,0,1.0,0
125,3,0,55,0,1.0,0
125,3,1,97,1,0.99991,0
125,3,2,90,1,0.82384,0
125,3,3,24,4,0.06047,0
125,3,4,59,1,0.64871,0
125,3,5,30,1,0.54423,0
125,3,6,38,0,0.21869,0
125,3,7,62,0,0.67765,0
125,3,8,44,0,0.73962,0
125,3,9,79,0,1.0,0
125,4,0,41,0,1.0,0
125,4,1,12,1,0.70403,0
125,4,2,11,0,0.48164,0
125,4,3,58,0,0.98648,0
125,4,4,45,0,0.96147,0
125,4,5,7,0,0.74719,0
125,4,6,1,0,0.6072,0
125,4,7,26,0,0.77707,0
125,4,8,98,0,1.0,0
125,4,9,99,0,1.0,0
125,5,0,25,0,1.0,0
125,5,1,42,1,0.87943,0
125,5,2,34,0,0.59411,0
125,5,3,89,0,1.0,0
125,5,4,8,0,0.68025,0
125,5,5,76,0,1.0,0
125,5,6,39,0,1.0,0
125,5,7,6,0,0.66786,0
125,5,8,74,0,1.0,0
125,5,9,80,0,1.0,0
125,6,0,29,0,1.0,0
125,6,1,22,1,0.76894,0
125,6,2,13,0,0.51656,0
125,6,3,10,0,0.66939,0
125,6,4,21,0,0.99117,0
125,6,5,56,0,1.0,0
125,6,6,18,0,0.82062,0
125,6,7,40,0,0.82829,0
125,6,8,33,0,0.59282,0
125,6,9,82,0,1.0,0
125,7,0,48,0,1.0,0
125,7,1,84,1,0.93731,0
125,7,2,51,0,0.49279,0
125,7,3,28,0,0.7111,0
125,7,4,50,1,0.23125,0
125,7,5,20,0,0.47567,0
125,7,6,61,1,0.48095,0
125,7,7,35,3,0.03737,0
125,7,8,68,4,0.99995,0
125,7,9,81,0,1.0,0
125,8,0,73,0,1.0,0
125,8,1,75,4,0.23331,0
125,8,2,47,1,0.93577,0
125,8,3,92,1,0.99984,0
125,8,4,0,1,0.48736,0
125,8,5,49,1,0.98365,0
125,8,6,71,1,0.94721,0
125,8,7,85,1,0.96575,0
125,8,8,19,1,0.42299,0
125,8,9,64,0,1.0,0
125,9,0,3,0,1.0,0
125,9,1,54,0,1.0,0
125,9,2,86,0,1.0,0
125,9,3,17,0,1.0,0
125,9,4,66,0,1.0,0
125,9,5,69,0,1.0,0
125,9,6,53,0,1.0,0
125,9,7,57,0,1.0,0
125,9,8,32,0,1.0,0
125,9,9,94,0,1.0,0
150,0,0,39,0,1.0,1
150,0,1,55,0,1.0,1
150,0,2,97,0,1.0,1
150,0,3,61,0,1.0,1
150,0,4,34,0,1.0,1
150,0,5,83,0,1.0,1
150,0,6,73,0,1.0,1
150,0,7,79,0,1.0,1
150,0,8,28,0,1.0,1
150,0,9,74,0,1.0,1
150,1,0,11,0,1.0,1
150,1,1,81,0,0.60677,1
150,1,2,76,0,0.8051,1
150,1,3,18,0,0.95067,1
150,1,4,19,0,0.86355,1
150,1,5,80,0,0.90993,1
150,1,6,91,0,0.90218,1
150,1,7,62,0,0.79766,1
150,1,8,38,0,0.53749,1
150,1,9,17,0,1.0,1
150,2,0,3,0,1.0,1
150,2,1,49,1,0.32529,1
150,2,2,14,0,0.65993,1
150,2,3,2,0,0.48463,1
150,2,4,13,1,0.18982,1
150,2,5,96,1,0.39027,1
150,2,6,58,1,0.37342,1
150,2,7,35,1,0.37086,1
150,2,8,43,1,0.55129,1
150,2,9,84,0,1.0,1
150,3,0,95,0,1.0,1
150,3,1,21,1,0.71583,1
150,3,2,50,3,0.3133,1
150,3,3,8,4,0.05963,1
150,3,4,67,1,0.7476,1
150,3,5,31,4,0.13025,1
150,3,6,78,4,0.54062,1
150,3,7,77,1,0.60494,1
150,3,8,5,1,0.28219,1
150,3,9,72,0,1.0,1
150,4,0,44,0,1.0,1
150,4,1,47,1,0.74169,1
150,4,2,0,3,0.11713,1
150,4,3,92,1,0.88322,1
150,4,4,93,1,0.99994,1
150,4,5,63,3,0.34699,1
150,4,6,98,1,0.99987,1
150,4,7,60,0,0.57348,1
150,4,8,10,1,0.81998,1
150,4,9,66,0,1.0,1
150,5,0,69,0,1.0,1
150,5,1,6,1,0.69396,1
150,5,2,99,3,1.0,1
150,5,3,29,0,0.87002,1
150,5,4,41,0,0.98982,1
150,5,5,24,0,0.90604,1
150,5,6,88,0,0.9963,1
150,5,7,52,1,0.36974,1
150,5,8,7,1,0.64819,1
150,5,9,20,0,1.0,1
150,6,0,9,0,1.0,1
150,6,1,26,1,0.78839,1
150,6,2,85,4,0.06528,1
150,6,3,37,0,0.99222,1
150,6,4,15,0,0.74356,1
150,6,5,94,0,1.0,1
150,6,6,42,0,0.84733,1
150,6,7,23,1,0.51536,1
150,6,8,25,1,0.81028,1
150,6,9,82,0,1.0,1
150,7,0,1,0,1.0,1
150,7,1,22,1,0.64081,1
150,7,2,36,0,0.35989,1
150,7,3,87,2,0.92581,1
150,7,4,65,1,0.17067,1
150,7,5,51,0,0.93882,1
150,7,6,71,0,0.97198,1
150,7,7,56,1,0.34697,1
150,7,8,53,1,0.81256,1
150,7,9,32,0,1.0,1
150,8,0,64,0,1.0,1
150,8,1,27,1,0.72466,1
150,8,2,75,1,0.55311,1
150,8,3,68,1,0.57373,1
150,8,4,54,1,0.14271,1
150,8,5,70,0,0.60677,1
150,8,6,46,0,0.26742,1
150,8,7,57,1,0.29907,1
150,8,8,16,1,0.55928,1
150,8,9,4,0,1.0,1
150,9,0,12,0,1.0,1
150,9,1,40,0,1.0,1
150,9,2,33,0,1.0,1
150,9,3,59,0,1.0,1
150,9,4,48,0,1.0,1
150,9,5,90,0,1.0,1
150,9,6,86,0,1.0,1
150,9,7,89,0,1.0,1
150,9,8,30,0,1.0,1
150,9,9,45,0,1.0,1
175,0,0,74,0,1.0,0
175,0,1,36,0,1.0,0
175,0,2,80,0,1.0,0
175,0,3,50,0,1.0,0
175,0,4,41,0,1.0,0
175,0,5,18,0,1.0,0
175,0,6,16,0,1.0,0
175,0,7,88,0,1.0,0
175,0,8,58,0,1.0,0
175,0,9,21,0,1.0,0
175,1,0,72,0,1.0,0
175,1,1,43,0,0.9998,0
175,1,2,76,0,1.0,0
175,1,3,73,0,0.98792,0
175,1,4,89,1,0.12958,0
175,1,5,75,1,0.55584,0
175,1,6,64,1,0.5352,0
175,1,7,39,1,0.48076,0
175,1,8,99,1,0.92772,0
175,1,9,57,0,1.0,0
175,2,0,24,0,1.0,0
175,2,1,9,0,0.82235,0
175,2,2,37,0,0.99966,0
175,2,3,90,0,1.0,0
175,2,4,6,0,0.42892,0
175,2,5,38,1,0.33852,0
175,2,6,77,1,0.21919,0
175,2,7,52,1,0.52088,0
175,2,8,71,4,0.1684,0
175,2,9,26,0,1.0,0
175,3,0,68,0,1.0,0
175,3,1,63,0,1.0,0
175,3,2,45,0,0.99997,0
175,3,3,10,0,0.83589,0
175,3,4,79,0,0.98606,0
175,3,5,31,1,0.13361,0
175,3,6,4,1,0.29094,0
175,3,7,47,1,0.58158,0
175,3,8,35,1,0.61491,0
175,3,9,25,0,1.0,0
175,4,0,61,0,1.0,0
175,4,1,59,0,0.99999,0
175,4,2,32,0,0.9965,0
175,4,3,93,0,1.0,0
175,4,4,19,0,0.99877,0
175,4,5,8,0,0.41005,0
175,4,6,40,0,0.67098,0
175,4,7,54,0,0.58872,0
175,4,8,82,1,0.93377,0
175,4,9,84,0,1.0,0
175,5,0,69,0,1.0,0
175,5,1,78,0,1.0,0
175,5,2,67,0,0.96101,0
175,5,3,13,0,0.92954,0
175,5,4,87,0,0.9986,0
175,5,5,98,0,0.95923,0
175,5,6,97,1,0.04311,0
175,5,7,56,0,0.5154,0
175,5,8,3,1,0.5033,0
175,5,9,1,0,1.0,0
175,6,0,27,0,1.0,0
175,6,1,46,0,0.97981,0
175,6,2,86,4,0.48025,0
175,6,3,92,0,0.71888,0
175,6,4,11,0,0.66445,0
175,6,5,81,1,0.63357,0
175,6,6,14,1,0.28011,0
175,6,7,7,1,0.45521,0
175,6,8,5,1,0.68517,0
175,6,9,51,0,1.0,0
175,7,0,70,0,1.0,0
175,7,1,0,0,0.43137,0
175,7,2,34,1,0.12828,0
175,7,3,48,1,0.62927,0
175,7,4,12,3,0.04713,0
175,7,5,23,4,0.19646,0
175,7,6,53,3,0.47907,0
175,7,7,83,3,0.99593,0
175,7,8,49,1,0.71347,0
175,7,9,44,0,1.0,0
175,8,0,91,0,1.0,0
175,8,1,29,2,0.99975,0
175,8,2,28,3,0.12791,0
175,8,3,42,1,0.95467,0
175,8,4,17,1,0.6806,0
175,8,5,33,1,0.72901,0
175,8,6,96,1,0.99995,0
175,8,7,55,4,0.58798,0
175,8,8,95,0,0.18524,0
175,8,9,30,0,1.0,0
175,9,0,62,0,1.0,0
175,9,1,20,0,1.0,0
175,9,2,15,0,1.0,0
175,9,3,66,0,1.0,0
175,9,4,85,0,1.0,0
175,9,5,2,0,1.0,0
175,9,6,94,0,1.0,0
175,9,7,65,0,1.0,0
175,9,8,22,0,1.0,0
175,9,9,60,0,1.0,0
200,0,0,47,0,1.0,0
200,0,1,81,0,1.0,0
200,0,2,94,0,1.0,0
200,0,3,74,0,1.0,0
200,0,4,50,0,1.0,0
200,0,5,76,0,1.0,0
200,0,6,43,0,1.0,0
200,0,7,56,0,1.0,0
200,0,8,73,0,1.0,0
200,0,9,11,0,1.0,0
200,1,0,37,0,1.0,0
200,1,1,59,1,0.22944,0
200,1,2,77,0,0.66526,0
200,1,3,70,0,0.9776,0
200,1,4,30,0,0.96136,0
200,1,5,78,0,1.0,0
200,1,6,9,0,0.88511,0
200,1,7,22,0,0.99997,0
200,1,8,68,0,1.0,0
200,1,9,39,0,1.0,0
200,2,0,75,0,1.0,0
200,2,1,72,1,0.99993,0
200,2,2,69,0,0.60439,0
200,2,3,86,0,1.0,0
200,2,4,13,0,0.78673,0
200,2,5,46,0,1.0,0
200,2,6,20,0,0.99443,0
200,2,7,49,0,1.0,0
200,2,8,8,0,0.75105,0
200,2,9,48,0,1.0,0
200,3,0,41,0,1.0,0
200,3,1,51,1,0.43442,0
200,3,2,55,1,0.43234,0
200,3,3,27,0,0.76712,0
200,3,4,89,0,1.0,0
200,3,5,29,0,0.99859,0
200,3,6,60,0,1.0,0
200,3,7,58,0,1.0,0
200,3,8,21,0,0.9824,0
200,3,9,65,0,1.0,0
200,4,0,63,0,1.0,0
200,4,1,62,1,0.90334,0
